MPAC,37.82055,140,2,0,-30.11842,29.93949,2,Male,4,12.12522,False,False,-8.143,10.335,2,Male,False,False,
Euclidean,56.1,1,2,0,-8.659692,30.51982,2,Male,4,0.5820072,False,False,-11.851,12.991,2,Male,False,False,
Ant Colony,35.49096,70,3,0,-18.598,31.36222,3,Male,3,9.065415,False,False,-11.851,12.991,2,Male,False,False,
MPAC,22.91768,170,2,0,-11.44717,-9.120193,2,Female,1,2.885939,False,False,-11.851,12.991,2,Male,False,False,
Euclidean,79.7,60,6,0,-1.245851,0.801212,1,Female,4,1.084655,False,False,-7.335,-10.213,2,Male,False,False,
Ant Colony,47.759,30,4,0,-17.84921,-17.97341,1,Male,1,9.58423,False,False,-7.335,-10.213,2,Male,False,False,
MPAC,22.49315,90,0,0,8.676941,-26.01046,2,Female,0,3.013074,False,False,-7.335,-10.213,2,Male,False,False,
Euclidean,45.5,90,3,0,-1.245851,0.801212,1,Male,1,14.47738,False,False,-10.492,-9.212,2,Male,False,False,
Ant Colony,27.83724,40,3,0,-9.242652,-25.39535,1,Male,1,14.47738,False,False,-10.492,-9.212,2,Male,False,False,
MPAC,37.11115,80,0,0,22.05727,-20.3671,1,Female,2,14.67751,False,False,-10.492,-9.212,2,Male,False,False,
